발명의명칭,출원인,출원일자,심사진행상태
측면 색편차를 제거한 LED 백라이트 장치(LED BACKLIGHT APPARATUS CAPABLE OF REMOVING COLORDEFLECTION FROM PERIPHERY),삼성전기주식회사(경기도 수원시 영통구...),2005.12.23,등록결정(일반)
"LED 디스플레이 장치, 그의 에러 검침 방법(LED DISPLAY APPARATUS AND LED PIXEL ERROR DETECTION METHOD OF THEREOF)",삼성전자주식회사(경기도 수원시 영통구...),2014.09.17,등록결정(일반)
LED 패키지(LED package),삼성전자주식회사(경기도 수원시 영통구...),2009.02.19,취하(심사미청구)
"편광 LED 모듈과, 그것을 구비하는 조명 장치 및 프로젝터(POLARIZATION LED MODULE, AND LIGHTING DEVICE AND PROJECTOR HAVING THE SAME)",삼성전자주식회사(경기도 수원시 영통구...),2014.02.18,포기(등록료 미납)
LED 전극 어셈블리 및 이의 제조 방법(LED electrode assembly and manufacturing method thereof),삼성디스플레이 주식회사(경기 용인시 기흥구...),2021.07.21,등록결정(일반)
"초소형 LED 전극어셈블리를 포함하는 블랙 LED 디바이스 패키지, 이를 포함하는 블랙 LED 디스플레이 및 블랙 LED 편광램프(Black LED device package comprising nano-scale LED electrode assembly, Black LED back light unit containing the same, Black LED display containing the same and Polarized Black LED display containing the same)",삼성디스플레이 주식회사(경기 용인시 기흥구...),2016.11.02,등록결정(일반)
LED 조명 모듈 및 이를 포함하는 조명 장치(LED lighting module and lighting apparatus comprising the same),삼성전자주식회사(경기도 수원시 영통구...),2018.06.01,
LED 광원 패키지(LED LIGHT SOURCE PACKAGE),삼성디스플레이 주식회사(경기 용인시 기흥구...),2014.02.06,등록결정(일반)
LED패키지 및 그 제조방법(LED PAKAGE AND METHOD OF MANUFACTURING SAME),삼성전자주식회사(경기도 수원시 영통구...),2012.03.22,취하(심사미청구)
LED 패키지용 렌즈 제조 방법(Method of manufacturing lens for LED package),삼성전자주식회사(경기도 수원시 영통구...),2010.05.28,취하(심사미청구)
LED 패키지의 몰딩부재를 형성하기 위한 몰드 및 이를 이용한 LED 패키지의 제조방법(MOLD FOR FORMING A MOLDING MEMBER AND METHOD OF FABRICATING LED PACKAGE USING THE SAME),삼성전기주식회사(경기도 수원시 영통구...),2007.12.21,등록결정(일반)
LED불빛반사장치(LED light reflecting device),삼성전자주식회사(경기도 수원시 영통구...),1994.03.30,등록결정(일반)
LED 칩 패키지(LED packages),삼성전기주식회사(경기도 수원시 영통구...),2007.01.18,등록결정(일반)
LED 구동장치(LED Driving Apparatus),삼성전자주식회사(경기도 수원시 영통구...),2006.02.13,등록결정(일반)
단면 발광형 LED 및 그 제조방법(Facet Extraction Type LED and Method for Manufacturingthe Same),삼성전기주식회사(경기도 수원시 영통구...),2006.02.16,등록결정(일반)
백색 LED 모듈(WHITE LIGHT LED MODULE),삼성전기주식회사(경기도 수원시 영통구...),2006.08.25,등록결정(일반)
LED 백라이트 장치(LED BACKLIGHT APPARATUS),삼성전기주식회사(경기도 수원시 영통구...),2005.12.02,등록결정(심사전치후)
LED 어레이 구동 장치(APPARATUS FOR DRIVING LED ARRAYS),삼성전기주식회사(경기도 수원시 영통구...),2006.04.07,등록결정(일반)
LED를 광원으로 하는 백라이트를 구비한 디스플레이장치및 이의 휘도조절방법(DISPLAY APPARATUS COMPRISING BACKLIGHT HAVING LED ASLIGHT SOURCE AND TUNING METHOD OF THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2005.10.28,취하(심사미청구)
LED 백라이트 유닛(LED Back Light Unit),삼성전기주식회사(경기도 수원시 영통구...),2006.02.21,등록결정(일반)
칼라 LED의 구동 장치(DRIVER OF COLOR LED),삼성전기주식회사(경기도 수원시 영통구...),2006.01.24,거절결정(일반)
LED 백라이트 유닛(LED Back Light Unit),삼성전기주식회사(경기도 수원시 영통구...),2005.10.12,등록결정(일반)
백라이트용 LED 렌즈(LED lens for backlight),삼성전기주식회사(경기도 수원시 영통구...),2005.08.30,등록결정(일반)
"LED 패키지, 조명계 및 이를 채용한 프로젝션 시스템(LED package, illumination system and projection systememploying the LED package)",삼성전자주식회사(경기도 수원시 영통구...),2005.01.05,등록결정(일반)
Si기판을 이용한 LED 패키지 및 그 제조방법(LED PACKAGE USING Si SUBSTRATE AND FABRICATING METHODTHEREOF),삼성전기주식회사(경기도 수원시 영통구...),2005.03.30,등록결정(일반)
카메라 플래쉬용 LED 구동 장치(APPARATUS FOR LED FOR FLASH IN CAMERA),삼성전기주식회사(경기도 수원시 영통구...),2004.05.31,등록결정(일반)
LED(Light Emitting Diode) 패키지 및 이를 포함하는 조명 장치(LED PACKAGE AND ILLUMINATING DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2021.01.13,
LED 구동 장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2022.02.23,등록결정(일반)
LED 조명 장치(LED LIGHTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2020.12.31,
LED전류 제어장치 및 LED전류 제어방법.(DEVICE AND METHOD FOR CONTROLING CURRENT OF LED),삼성전기주식회사(경기도 수원시 영통구...),2011.05.24,등록결정(일반)
"LED 구동 장치, LED 구동 방법 및 이를 적용한 디스플레이 장치(LED driving apparatus, method for driving the LED and display apparatus using the same)",삼성전자주식회사(경기도 수원시 영통구...),2011.11.03,등록결정(재심사후)
마이크로 LED 전사 방법 및 이에 의해 제조된 디스플레이 모듈(MICRO LED TRANSFERRING METHOD AND DISPLAY MODULE MANUFACTURED THRERBY),삼성전자주식회사(경기도 수원시 영통구...),2019.06.13,
LED 고장 검출 장치(LED fault detector),삼성전자주식회사(경기도 수원시 영통구...),2010.02.08,등록결정(취소환송후)
"광학 렌즈, 이를 구비하는 LED 모듈 및 조명 장치(OPTICAL LENS, LED MODULE AND LIGHTING APPARATUS HAVING THE OPTICAL LENS)",삼성전자주식회사(경기도 수원시 영통구...),2010.08.24,등록결정(일반)
마이크로 LED 전사 장치 및 이를 이용한 마이크로 LED 전사 방법(MICRO LED TRANSFER DEVICE AND MICRO LED TRANSFERRING METHOD USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2019.03.27,
LED 패키지 및 이를 포함하는 전자 장치(LED PACKAGE AND ELECTRONIC DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.11.26,
LED 장치 및 이를 포함하는 조명 장치(LED DEVICE AND LIGHTING DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.11.23,
LED 구동회로 및 LED 어레이 장치(LED DRIVING CIRCUIT AND LIGHT EMTTING DIODE ARRAY DEVICE),삼성전기주식회사(경기도 수원시 영통구...),2007.06.22,등록결정(일반)
LED 조명 장치 및 그것의 동작 방법(LED LIGHTING APPARATUS AND OPERATING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...),2020.11.19,
디스플레이 패널 노광용 LED 광원장치(LED light source apparatus for exposure resist),주식회사 인피테크(충청북도 청주시 흥덕구...)|리스광시스템(주)(충청북도 청주시 흥덕구...)|삼성디스플레이 주식회사(경기 용인시 기흥구...),2012.09.28,등록결정(일반)
"LED 패널 계측 장치, 시스템 및 제어 방법(LED PENEL MEASURING DEVICEM, SYSTEM AND CONTROL METHOD THEREOF)",삼성전자주식회사(경기도 수원시 영통구...),2020.11.06,
"LED 패키지, 이를 포함하는 백라이트 유닛과 조명장치 및 액정 디스플레이 장치(LED Package, Backlight Unit and Illumination Device Including Same, and Liquid Crystal Display Device)",삼성전자주식회사(경기도 수원시 영통구...),2016.09.21,
"나노로드형태의 마이크로 LED와 이를 포함하는 화소 플레이트와 이를 포함하는 디스플레이 장치와 전자장치들(Nanorod type mirco-LED, pixel plate including the same and display and electronic devices including pixel plate)",삼성전자주식회사(경기도 수원시 영통구...),2020.11.05,
LED 디스플레이용 미세간격 코팅부재 및 이를 이용한 코팅방법(FINE INTERVAL COATING MEMBER FOR LED DISPALY AND COATING METHOD USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2015.09.22,등록결정(일반)
LED 디스플레이 장치(LED DISPLAY APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2020.10.29,
전사 장치 및 이를 이용한 마이크로 LED 디스플레이의 제조 방법(TRANSFERRING APPARATUS AND METHOD OF MANUFACTURING MICRO LED DISPLAY USING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2019.05.08,
"마이크로 LED 디스플레이를 제조하기 위한 중간 구조체, 그 제조 방법 및 마이크로 LED 디스플레이의 제조 방법(INTERMEDIATE STRUCTURE FOR MICRO LED DISPLAY, MANUFACURING METHOD THEREOF, AND MANUFACTURING METHOD OF MICRO LED DISPLAY)",삼성전자주식회사(경기도 수원시 영통구...),2021.05.21,
"LED 디스플레이 모듈, LED 디스플레이 모듈의 제조 방법, 그리고 LED 디스플레이 모듈을 포함하는 디스플레이 장치(LED DISPLAY MODULE, MANUFACTURING METHOD FOR LED DISPLAY MODULE AND DISPLAY DEVICE INCLUDING LED DISPLAY MODULE)",삼성전자주식회사(경기도 수원시 영통구...),2019.05.03,
LED 디스플레이 패널 및 수리 방법.(LED DISPLAY PANEL AND REPAIRING METHOD),삼성전자주식회사(경기도 수원시 영통구...),2019.03.19,
마이크로 LED 전사 방법 및 이에 의해 제조된 디스플레이 모듈(MICRO LED TRANSFERRING METHOD AND DISPLAY MODULE MANUFACTURED THRERBY),삼성전자주식회사(경기도 수원시 영통구...),2019.05.07,
마이크로 LED 전사 방법 및 이에 의해 제조된 디스플레이 모듈(MICRO LED TRANSFERRING METHOD AND DISPLAY MODULE MANUFACTURED THRERBY),삼성전자주식회사(경기도 수원시 영통구...),2019.04.29,
"LED 구동 장치, 조명 장치 및 전류 제어 회로(LED DRIVING APPARATUS, LIGHTING APPARATUS AND CURRENT CONTROL CIRCUIT)",삼성전자주식회사(경기도 수원시 영통구...),2015.08.12,등록결정(일반)
LED 설치 비용 회수 방법 및 그 시스템(Method of collecting a install cost of LED and system thereof),삼성카드 주식회사(서울특별시 중구...)|이지스엔터프라이즈 주식회사(서울특별시 금천구...),2013.06.04,등록결정(재심사후)
광효율이 개선된 LED 장치(LED device having enhanced efficiency),삼성전자주식회사(경기도 수원시 영통구...),2010.03.10,등록결정(일반)
단면 발광형 LED 및 이를 이용한 광원 어셈블리(Facet Extraction Type LED and Light Source AssemblyUsing the Same),삼성전기주식회사(경기도 수원시 영통구...),2005.12.28,등록결정(일반)
수직구조 LED 소자 및 그 제조 방법(Vertical Structure LED Device and Method for Manufacturing the Same),삼성전기주식회사(경기도 수원시 영통구...),2006.12.08,등록결정(일반)
색온도 조절이 가능한 LED 장치(LED device capable of tuning correlated color temperature),삼성전자주식회사(경기도 수원시 영통구...),2010.03.10,거절결정(일반)
LED(Light Emitting Diode) 패키지 및 이를 포함하는 전자 장치(LED PACKAGE AND ELECTRONIC DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.10.06,
마이크로 LED 및 이를 구비한 디스플레이 모듈(MICRO LED AND DISPLAY MODULE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.09.29,
마이크로 LED를 이용한 광학 엔진 및 이를 포함하는 전자 장치(OPTICAL ENGINE USING MICRO LED AND electronic device COMPRISING the same),삼성전자주식회사(경기도 수원시 영통구...),2020.09.29,
확장 배열식 LED터널등기구(LED TUNNEL LIGHT LAMP STURECTURE BY EXPANDED CONFIGURATION TYPE),삼성유리공업 주식회사(경상북도 영천시...),2014.07.31,등록결정(일반)
마이크로 LED 및 이를 구비한 디스플레이 모듈(MICRO LED AND DISPLAY MODULE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2020.09.23,
LED 구동 장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2015.04.30,등록결정(일반)
백색 발광 모듈 및 LED 조명 장치(WHITE LIGHT EMITTING MODULE AND LED LIGHTING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2015.10.02,등록결정(일반)
LED 구동 장치 및 그를 포함하는 조명 장치(LED DRIVING APPARATUS AND LIGHTING APPARATUS INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...),2015.06.26,등록결정(일반)
"LED 구동 장치, 이를 포함하는 조명 장치 및 LED 구동 방법(LED DRIVING APPARATUS, LIGHTENING APPARATUS INCLUDING THE SAME AND METHOD FOR DRIVING LED)",삼성전자주식회사(경기도 수원시 영통구...),2017.02.17,
LED 구동 장치(LED DRIVING APPARATUS),삼성전자주식회사(경기도 수원시 영통구...),2019.03.20,
LED모듈 보호장치를 갖는 LED모듈단위 구성 아웃도어용 LED조명등기구(OUTDOOR LED LIGHT WITH LED MODULE UNIT CONFIGRATION HAVING LED MODULE SAFETY),삼성유리공업 주식회사(경상북도 영천시...),2017.03.10,등록결정(재심사후)
액정표시장치용 LED 백라이트 유닛(LED BACKLIGHT UNIT OF LIQUID CRYSTAL DISPLAY),삼성전기주식회사(경기도 수원시 영통구...),2006.10.26,등록결정(일반)
LED 구동 장치 및 발광 장치(Light Emitting Diode(LED) Driving Apparatus and Lighting Device),삼성전자주식회사(경기도 수원시 영통구...),2016.03.16,등록결정(일반)
비상 겸용 야간 점등 LED(LED USED AS LIGHTING IN THE NIGHT TIME AND EMERGENCY),삼성물산 주식회사(서울특별시 서초구...)|이세용(서울특별시 서초구...),2008.04.30,거절결정(일반)
