심사진행상태,출원일자,발명의명칭,출원인
취하(심사미청구),1997.12.19,"전기 자동차의 게이트 드라이브 회로(GATE DRIVE CIRCUIT OF AN ELECTRIC CAR, ESPECIALLY FOR REDUCING VOLUME AND COST OF A PRODUCT BY REDUCING A SWITCHING TIME BY USING P(POSITIVE)-CHANNEL POWER MOSFET(METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR))",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(취소환송후),1997.12.06,반도체장치의트랜지스터제조방법(METHOD OF FABRICATING TRANSISTOR IN SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),1997.11.19,버틈 게이트형 박막 트랜지스터 형성방법(METHOD OF FABRICATING A BOTTOM GATE ELECTRODE THIN FILM TRANSISTOR FOR PREVENTING BREAKDOWN BY ROUNDING EDGE OF A GATE ELECTRODE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.09.29,씨모스 트랜지스터 제조 방법(METHOD OF FABRICATING CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.09.30,상보형모스트랜지스터(COMPLEMENTARY MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,초고주파 집적회로소자의 전계효과트랜지스터 제조방법(METHOD FOR FABRICATING FET OF MMIC FOR IMPROVING HIGH-FREQUENCY CHARACTERISTIC BY REDUCING LENGTH OF GATE ELECTRODE FOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)|국방과학연구소(대전광역시 유성구...)
등록결정(일반),1997.08.30,"박막트랜지스터제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR, CONCERNED WITH SUFFICIENTLY PREVENTING DRAIN LEAKAGE CURRENT INDUCED FROM GATE ELECTRODE)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,플래쉬 이이피롬 셀 어레이의 소오스 라인 세그먼트트랜지스터 제조 방법(METHOD OF FABRICATING SOURCE-LINE-SEGMENT TRANSISTOR IN FLASH EEPROM CELL ARRAY),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.08.30,반도체소자의정전기보호회로(ELECTROSTATIC DISCHARGE(ESD) PROTECTION CIRCUIT OF SEMICONDUCTOR DEVICE USING NMOS TRANSISTOR AND BIPOLAR TRANSISTOR CONNECTED WITH EACH OTHER IN PARALLEL BETWEEN VOLTAGE LINE AND POWER PAD FOR PROTECTING EFFECTIVELY DEVICE ITSELF FROM ESD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,모스 전계효과 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,전계효과 트랜지스터의 형성방법(METHOD FOR FORMING FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.27,박막 트랜지스터의 테스트 구조(TESTING STRUCTURE OF THIN-FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.28,모스 전계효과 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS FIELD EFFECT TRANSISTOR(FET)),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1997.06.30,"반도체소자의필드트랜지스터형성방법(METHOD FOR FORMING FIELD TRANSISTOR OF SEMICONDUCTOR DEVICE, CONCERNED WITH EASILY FORMING CHANNEL OF FIELD TRANSISTOR WHEN OVER VOLTAGE HIGHER THAN REGULATED VOLTAGE IS APPLIED)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.30,"반도체 장치의 트랜지스터 제조방법(METHOD FOR FABRICATING TRANSISTOR OF SEMICONDUCTOR DEVICE, CONCERNED WITH PREVENTING TRANSISTOR FROM BEING DETERIORATED)",에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.30,바이폴라 접합 트랜지스터 및 그 제조방법(BIPOLAR JUNCTION TRANSISTOR AND METHOD OF MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.18,바이폴라 접합 트랜지스터 제조방법(MANUFACTURING METHOD OF BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.12.04,바이폴라 접합 트랜지스터 제조방법(METHOD OF FABRICATING BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.27,유사다이아몬드를이용한박막트랜지스터및그의제조방법(THIN FILM TRANSISTOR USING DIAMOND LIKE CARBON AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.11.19,바이폴라 접합 트랜지스터 제조방법(METHOD OF FABRICATING BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.10.30,박막 트랜지스터의 제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.27,씨모스 트랜지스터 형성방법(MANUFACTURING METHOD OF CMOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.27,박막트랜지스터 및 그 제조방법(A THIN FILM TRANSISTOR AND METHOD FOR PRODUCING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.15,반도체 장치의 박막트랜지스터 제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR OF SEMICONDUCTOR DEVICE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.06.21,박막 트랜지스터 제조방법(METHOD OF MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.05.20,박막트랜지스터 및 그 제조방법(A THIN FILM TRANSISTOR AND METHOD FOR PRODUCING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
취하(심사미청구),2010.07.20,반도체 소자의 트랜지스터 및 그 제조 방법(Transistor Of Semiconductor Element And Fabricating The Same),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),2010.07.15,확장된 활성영역을 갖는 피모스 트랜지스터(PMOS TRANSISTOR HAVING EXTENDED ACTIVE AREA),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1996.03.29,모스 트랜지스터의 제조방법(METHOD FOR MANUFACTURING MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,에스램 박막 트랜지스터 제조 방법(METHOD OF FABRICATING A THIN FILM TRANSISTOR FOR SRAM),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.30,패스 트랜지스터 멀티플렉서를 이용한 데이타 압축회로(DATA COMPRESSION CIRCUIT USING PASS TRANSISTOR MULTIPLEX),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,반전층 드레인 트랜지스터 제조방법(METHOD OF MANUFACTURING DRAIN TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,모스 전계 효과 트랜지스터의 제조방법(METHOD OF MANUFACTURING A MOS FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.29,박막트랜지스터 제조 방법(METHOD OF FABRICATING A THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.28,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.22,모스전계효과트랜지스터및그제조방법(METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR AND METHOD FOR MANUFACTURING THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.16,높은 온/오프 전류비를 갖는 박막 트랜지스터 및그제조방법(THIN FILM TRANSISTOR HAVING HIGH ON/OFF CURRENT RATIO AND FABRICATION METHOD OF THE SAME),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.16,모스트랜지스터제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.11,바이폴라접합트랜지스터의제조방법(METHOD FOR FABRICATING BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.07,반도체소자의박막트랜지스터및그제조방법(THIN FILM TRANSISTOR IN SEMICONDUCTOR DEVICE AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.07,바이폴라트랜지스터제조방법(METHOD FOR FABRICATING BIPOLAR TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.04,박막트랜지스터의채널폴리실리콘막형성방법(FORMING METHOD OF CHANNEL POLYSILICON FILM IN THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.02,바이폴라접합트랜지스터의제조방법(METHOD FOR MANUFACTURING BIPOLAR JUNCTION TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.12.01,액세스트랜지스터에대한드라이브트랜지스터의셀비율증대방법(METHOD OF ENLARGING CELL RATIO OF ACCESS TRANSISTOR VS. DRIVER TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.10.16,반도체모스트랜지스터소자의제조방법.(METHOD FOR MANUFACTURING SEMICONDUCTOR MOS TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,고집적박막트랜지스터제조방법(METHOD FOR MANUFACTURING HIGH INTEGRATED THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.06.30,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.05.31,모스전계효과트랜지스터의제조방법(METHOD FOR MANUFACTURING MOS FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.04.07,모스전계효과트랜지스터의제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.04.07,모스전계효과트랜지스터의제조방법(METHOD FOR FABRICATING METAL OXIDE SEMICONDUCTOR FIELD EFFECT TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.24,박막트랜지스터제조방법(METHOD FOR FABRICATING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.03.24,저도핑드레인구조의박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR WITH LIGHTLY DOPED DRAIN STRUCTURE),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1995.02.24,박막트랜지스터제조방법(METHOD FOR MANUFACTURING THIN FILM TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.29,평면구조모스트랜지스터및그제조방법(PLANAR STRUCTURED MOS TRANSISTOR DEVICE AND ITS MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.12.02,트랜지스터제조방법(METHOD FOR MANUFACTURING TRANSISTOR),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1993.06.05,스위칭 동작이 가능한 공명 터널링 소자(RESONANT TUNNELING TRANSISTOR & METHOD FOR MANUFACTURING),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.10.19,박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND IT'S MANUFACTURING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.10.19,박막트랜지스터및그제조방법(THIN FILM TRANSISTOR AND ITS MAKING METHOD),에스케이하이닉스 주식회사(경기도 이천시...)
등록결정(일반),1992.09.03,게이트 가장자리에서의 스트레스 방지를 위한 박막트랜지스터 및 그 제조방법(THIN FILM TRANSISTOR AND MANUFACTURING METHOD THEREOF),에스케이하이닉스 주식회사(경기도 이천시...)
,2018.05.28,공통 선택 트랜지스터를 가진 유닛 픽셀 블록을 포함하는 이미지 센서(Image Sensor Including an Unit Pixel Block Having a Common Selection Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
,2018.06.26,매립 채널 어레이 트랜지스터를 포함하는 극저온 반도체 소자(Cryogenic Semiconductor Device Having a Buried Channel Array Transistor),에스케이하이닉스 주식회사(경기도 이천시...)
,2018.12.21,적층된 셀 트랜지스터들을 포함하는 비휘발성 메모리 소자 및 상기 비휘발성 메모리 소자의 동작 방법(Non-Volatile Memory Device Having Stacked Cell Transistors and Methods of Operating the Same),에스케이하이닉스 주식회사(경기도 이천시...)|서울대학교산학협력단(서울특별시 관악구...)
,2016.03.21,수평형 바이폴라 접합 트랜지스터를 갖는 안티퓨즈 불휘발성 메모리 소자(Antifuse nonvolatile memory device having a lateral bipolar junction transistor),에스케이하이닉스 주식회사(경기도 이천시...)
