심사진행상태,출원일자,발명의명칭,출원인
등록결정(일반),2009.07.20,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR PANEL AND METHOD OF MANUFACTURING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
,2015.12.31,"박막 트랜지스터 제조 방법, 이에 따라 제조된 박막 트랜지스터, 및 이를 포함하는 전자 소자(METHOD OF MANUFACTURING THIN FILM TRANSISTOR, THIN FILM TRANSISTOR MANUFACTURED BY THE METHOD, AND ELECTRONIC DEVICE COMPRISING THE THIN FILM TRANSISTOR)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.03.21,전계 효과 트랜지스터 및 이를 포함하는 반도체 장치(FIELD EFFECT TRANSISTOR AND SEMICONDUCTOR DEVICE INCLUDING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.04.02,"경사진 측벽을 갖는 활성 필라를 구비하는 비휘발성 메모리트랜지스터, 이를 구비하는 비휘발성 메모리 어레이 및상기 비휘발성 메모리 트랜지스터의 제조방법(Nonvolatile memory transistor including active pillar having sloped sidewall, nonvolatile memory array having the transistor, and method of fabricating the transistor)",삼성전자주식회사(경기도 수원시 영통구...)|재단법인서울대학교산학협력재단(서울특별시 관악구...)
등록결정(일반),2004.11.15,다중 채널을 갖는 모스 트랜지스터 제조방법(Method of fabricating a MOS transistor having multiplechannel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.10.27,고내압 트랜지스터 및 이의 제조 방법(TRANSISTOR WITH HIGH BREAKDOWN VOLTAGE AND METHOD OFMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2011.02.24,"배선, 박막 트랜지스터, 및 박막 트랜지스터 표시판과 이들을 제조하는 방법들(WIRING, THIN FILM TRANSISTOR, THIN FILM TRANSISTOR PANEL AND METHODS FOR MANUFACTURING THE SAME)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2003.08.11,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURINGMETHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.09.10,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.09.10,박막 트랜지스터 표시판 및 액정 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND LIQUID CRYSTALDISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.04.09,올 어라운드된 채널 영역을 갖는 트랜지스터 및 그 제조방법(TRANSISTOR HAVING AN ALL AROUNDED CHANNEL AND METHODOF FABRICATING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.08.19,박막 트랜지스터 표시판 및 그 제조 방법(Thin film transistor array panel and manufacturingmethod thereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.11.03,박막 트랜지스터 표시판(THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.10.19,핀 트랜지스터 및 평판 트랜지스터를 갖는 반도체 소자 및그 형성 방법(SEMICONDUCTOR DEVICES HAVING A FIN TRANSISTOR AND APLANNAR TRANSISTOR AND METHODS OF FORMING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2009.12.10,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND MANUFACTURING METHOD THEREOF),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2007.08.30,유기 박막 트랜지스터 기판 및 이의 제조 방법(ORGANIC THIN FILM TRANSISTOR SUBSTRATE AND METHOD OF MANUFACTURING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2004.11.03,도전체용 식각액 및 이를 이용한 박막 트랜지스터표시판의 제조 방법(Etchant for conductive material and method formanufacturing a thin film transistor array panel usingthe etchant),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2004.12.20,박막 트랜지스터 표시판 및 표시 장치(THIN FILM TRANSISTOR ARRAY PANEL AND DISPLAY DEVICE),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.06.30,박막 트랜지스터 기판 및 그 제조 방법(Thin film transistor plate and method of fabricatingthe same),삼성전자주식회사(경기도 수원시 영통구...)
,2021.03.11,게이트 올 어라운드 트랜지스터를 포함하는 집적 회로(INTEGRATED CIRCUIT INCLUDING A GATE-ALL-AROUND TRANSISTOR),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2020.11.23,"박막 트랜지스터 및 그 제조 방법, 이를 포함하는 디스플레이(Thin film transistor and method of manufacturing the same and display including the same)",삼성전자주식회사(경기도 수원시 영통구...)
,2020.09.09,"MOSFET 소자 및 그 제조방법(MOSFET(Metal Oxide Semiconductor Field Effect Transistor), and manufacturing method thereof)",삼성전자주식회사(경기도 수원시 영통구...)
,2021.02.09,박막 트랜지스터 기판 및 이를 구비한 디스플레이 모듈(THIN FILM TRANSISTOR AND DISPLAY MODULE HAVING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2014.02.21,수직형 트랜지스터를 갖는 씨모스 이미지 센서 및 그 제조 방법(CMOS image sensor having vertical transistor and method of fabricating the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2020.08.24,수직 전계 효과 트랜지스터의 실리콘 핀 영역을 선택적으로 증가시키는 방법(METHOD FOR SELECTIVELY INCREASING SILICON FIN AREA FOR VERTICAL FIELD EFFECT TRANSISTORS),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2014.03.19,다중 델타 도핑막을 가지는 퀀텀 웰 전계 효과 트랜지스터 제조 방법(Method of fabricating quantum well field effect transistor having multiple delta doped layers),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2011.09.29,고 전자 이동도 트랜지스터 및 그 제조방법(High Electron Mobility Transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.10.22,리세스 채널 어레이 트랜지스터의 제조 방법(Method for fabricating recess channel array transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2003.06.26,박막 트랜지스터 표시판의 제조 방법(Method for manufacturing a thin film transistor arraypanel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1997.04.03,박막 트랜지스터의 제조방법 및 이를 이용한 액정 표시장치의 제조방법(FABRICATION METHOD OF THIN FILM TRANSISTOR AND LIQUID CRYSTAL DISPLAY),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1997.12.31,"단일 트랜지스터 셀 및 이를 제조하는 방법 및 이 소자로 구성된 메모리 회로와 이를 구동하는 방법(SINGLE TRANSISTOR UNIT CELL, METHOD FOR MANUFACTURING THEREOF,MEMORY CIRCUIT CONSTRUCTED THE ABOVED CELL AND METHOD FOR DRIVING MEMORY CIRCUIT)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.09.04,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.02.15,식각액 조성물 및 박막 트랜지스터 표시판의 제조 방법(ETCHANT COMPOSITION AND METHOD FOR THIN FILM TRANSISTOR ARRAY PANEL),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.03.31,리세스 채널 트랜지스터 구조를 갖는 단일 트랜지스터플로팅 바디 디램 셀 및 그 제조방법(One transistor floating body DRAM cell with recesschannel transistor structure and method of fabricatingthe same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2012.11.30,고전자 이동도 트랜지스터 및 그 제조방법(High electron mobility transistor and method of manufacturing the same),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),1996.08.08,모스 트랜지스터 및 그 제조방법(MOS TRANSISTOR AND MANUFACTURING METHOD THEREOF),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2007.12.24,쇼트키 배리어 트랜지스터 제조방법(Method of fabricating Schottky barrier transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.09.10,"트랜지스터, 이를 포함하는 인버터 및 이들의 제조방법(Transistor, inverter comprising the same and methods of manufacturing transistor and inverter)",삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.01.31,박막 트랜지스터 기판의 검사장치(INSPECTION APPARATUS OF THIN FILM TRANSISTOR BOARD),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2008.04.14,박막 트랜지스터 표시판 및 그 제조 방법(THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FOR MANUFACTURING THE SAME),삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2004.06.29,멀티 게이트 트랜지스터의 제조방법 및 이에 의해 제조된멀티 게이트 트랜지스터(Multi-gate transistor fabrication method andmulti-gate transistor fabricated thereby),삼성전자주식회사(경기도 수원시 영통구...)
원결정유지(심사전치),2004.12.08,"박막 트랜지스터, 이의 제조 방법, 이를 갖는 표시장치 및표시장치의 제조 방법(THIN FILM TRANSISTOR, METHOD OF MANUFACTURING THE THINFILM TRANSISTOR, DISPLAY APPARATUS HAVING THE THINFILM TRANSISTOR AND METHOD OF MANUFACTURING THEDISPLAY APPARATUS)",삼성디스플레이 주식회사(경기 용인시 기흥구...)
등록결정(일반),2003.06.16,인장된 채널을 갖는 모스 트랜지스터를 구비하는반도체소자의 제조 방법(Methods of fabricating a semiconductor deviceincluding a MOS transistor having a strained channel),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(심사전치후),1999.11.09,전계 효과 트랜지스터 채널 구조가 형성된 스캐닝 프로브마이크로스코프의 탐침 및 그 제작 방법(Probe of scanning probe microscope having a fieldeffect transistor channel and Fabrication methodthereof),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2002.05.08,자기정렬공정을 이용한 전계 효과 트랜지스터 채널 구조를 가지는 스캐닝 프로브 마이크로 스코프의 탐침 제조 방법(Method of fabricating probe of scanning probe microscope having field effect transistor channel structure utilizing self-aligned fabrication),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.11.04,다중 채널 트랜지스터들을 갖는 반도체 소자의 제조방법들및 그에 의해 제조된 반도체 소자들(Fabrication methods of semiconductor devices havingmultiple channel transistors and semiconductor devicesfabricated thereby),삼성전자주식회사(경기도 수원시 영통구...)
취하(심사미청구),2005.10.07,유기 박막 트랜지스터 표시판 및 그 제조 방법(ORGANIC THIN FILM TRANSISTOR ARRAY PANEL AND METHOD FORMANUFACTURING THE SAME),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2006.10.30,다중 채널 모오스 트랜지스터를 포함하는 반도체 장치의제조 방법(Method of manufacturing semiconductor device havingmultiple channels MOS transistor),삼성전자주식회사(경기도 수원시 영통구...)
등록결정(일반),2005.10.28,"박막트랜지스터 기판 및 이의 제조방법과,박막트랜지스터를 갖는 액정표시패널 및 전계발광 표시패널(SUBSTRATE HAVING THIN FILM TRANSISTOR AND METHOD FORMAKING THE SUBSTRATE, AND LIQUID CRYSTAL DISPLAY PANELAND ELECTRO LUMINESCENCE DISPLAY PANEL HAVING THETRANSISTOR)",삼성전자주식회사(경기도 수원시 영통구...)
